leading_item_id,following_item_id,value
JPBRUTWP,BSRMSVTC,284666
JPBRUTWP,BTMOEMEP,12873561
JPBRUTWP,DBWLZWNK,227151
JPBRUTWP,DNMPSKTB,5228250
JPBRUTWP,DUCMGGNW,825516
JPBRUTWP,FDXPMYGF,30122
JPBRUTWP,FRHNWLNI,806301
JPBRUTWP,GYHKIVQT,21002832
JPBRUTWP,HXYSSRXE,4981951
JPBRUTWP,IGDVVKUD,27449
JPBRUTWP,JBVHSUWY,315487
JPBRUTWP,LSOIUSXD,206293
JPBRUTWP,OGAFEHLU,33314
JPBRUTWP,OKMBFVKS,1719071
JPBRUTWP,OXKURKXR,103335
JPBRUTWP,PYZMVUWD,30122
JPBRUTWP,QRKRBYJL,2442221
JPBRUTWP,QVLMOEYE,1080786
JPBRUTWP,RAWUKQMJ,3844731
JPBRUTWP,RCBZUSIM,30122
JPBRUTWP,SDWAYPIK,5083346
JPBRUTWP,UGEQLMXM,190936
JPBRUTWP,UIFPPCLR,74971
JPBRUTWP,UXSPKBJR,379872
JPBRUTWP,VBYCLTYZ,300117
JPBRUTWP,VMAQSTJE,76563
JPBRUTWP,VWMBASNE,123969
JPBRUTWP,WBLJNPZQ,194664
JPBRUTWP,XUOIQPFL,3191928
JSLXRQOK,DEWLVASR,373858
JSLXRQOK,DJBLNPNC,35089
JSLXRQOK,FTSVTTSR,224154
JSLXRQOK,GKQIJYDH,21956636
JSLXRQOK,KJNSOAHR,13982262
JSLXRQOK,LLHREMKS,80711
JSLXRQOK,NAQIHUKZ,33314
JSLXRQOK,SAAYMURU,42159
JSLXRQOK,STZDBITS,36566650
JSLXRQOK,TGOELCAG,245298
JSLXRQOK,XIIEJNEE,85071
JSLXRQOK,YSYHGLQK,32417
KAGJCHMR,AANGBULD,304746
KAGJCHMR,DDEXPPXU,33314
KAGJCHMR,FQCLOEXA,1905363
KAGJCHMR,FWUCPMMW,32417
KAGJCHMR,GKQIJYDH,21880061
KAGJCHMR,JERHKLYW,49977
KAGJCHMR,JSLXRQOK,32417
KAGJCHMR,KJNSOAHR,14015566
KAGJCHMR,LLHREMKS,80711
KAGJCHMR,LPHPPJUG,1224583
KAGJCHMR,LTOYKIML,357311
KAGJCHMR,NAQIHUKZ,33154
KAGJCHMR,NZKBIBNU,295298
KAGJCHMR,RJGPVEXX,560126
KAGJCHMR,ZGJXVMNI,2808361
KAGJCHMR,ZKENOUDA,342798
KAGJCHMR,ZXERAXWP,35511
KEUWZRKO,LUENUFGA,3521058
KEUWZRKO,MIRCVAMV,45594
KEUWZRKO,QJQJSWFU,127684
KEUWZRKO,SAHWCZNH,2047239
KEUWZRKO,UIFPPCLR,81430
KEUWZRKO,VWMBASNE,127525
KEUWZRKO,XIFHSOWQ,89616
KEUWZRKO,XIPPENFQ,107244
KJNSOAHR,ATLDMDBO,39203922
KJNSOAHR,BTMOEMEP,12873561
KJNSOAHR,BUZIIBYG,17604744
KJNSOAHR,EVBVXETX,5292013
KJNSOAHR,FCYBOAXC,110432160
KJNSOAHR,FITUEHWN,74010
KJNSOAHR,GKQIJYDH,21748241
KJNSOAHR,IGDVVKUD,29355
KJNSOAHR,LRVGFDFM,8138960
KJNSOAHR,LSOIUSXD,199990
KJNSOAHR,QRKRBYJL,2442221
KJNSOAHR,QVLMOEYE,1066211
KJNSOAHR,RCBZUSIM,32028
KJNSOAHR,UGEQLMXM,180648
KJNSOAHR,VBYCLTYZ,284095
KJNSOAHR,XIIEJNEE,70441
KJNSOAHR,ZCELVYQU,192429
KJNSOAHR,ZXERAXWP,38983
LLHREMKS,AANGBULD,277258
LLHREMKS,BLANHGYY,32211
LLHREMKS,ELQGMQWE,506947
LLHREMKS,FWUCPMMW,27449
LLHREMKS,GKQIJYDH,21534712
LLHREMKS,KAGJCHMR,33820
LLHREMKS,KJNSOAHR,12683867
LLHREMKS,LSOIUSXD,196434
LLHREMKS,MBSBZBXA,4583645
LLHREMKS,QKXNTIIB,2572687
LLHREMKS,STZDBITS,33785984
LLHREMKS,UGEQLMXM,177092
LLHREMKS,VBYCLTYZ,353058
LLHREMKS,XIIEJNEE,78456
LLHREMKS,YSYHGLQK,27449
LLHREMKS,ZCELVYQU,189542
LLHREMKS,ZXERAXWP,35511
LPHPPJUG,AHMDUILJ,117056
LPHPPJUG,DDEXPPXU,33314
LPHPPJUG,DEWLVASR,343011
LPHPPJUG,DJBLNPNC,30122
LPHPPJUG,ELQGMQWE,506947
LPHPPJUG,EVBVXETX,5157551
LPHPPJUG,FQCLOEXA,1825962
LPHPPJUG,NZKBIBNU,272705
LPHPPJUG,RJGPVEXX,507664
LPHPPJUG,WPQXWHYO,12145996
LPHPPJUG,ZKENOUDA,315487
LPHPPJUG,ZXERAXWP,35511
LRVGFDFM,APQGTRMF,55149
LRVGFDFM,ATLDMDBO,39480540
LRVGFDFM,AXULOHBQ,81408
LRVGFDFM,BJALXPFS,165870
LRVGFDFM,BLANHGYY,37179
LRVGFDFM,BTMOEMEP,14373714
LRVGFDFM,BUZIIBYG,19020691
LRVGFDFM,DBWLZWNK,254476
LRVGFDFM,DJBLNPNC,35089
LRVGFDFM,DNMPSKTB,5651474
LRVGFDFM,EVBVXETX,5175144
LRVGFDFM,FCYBOAXC,110442065
LRVGFDFM,FRHNWLNI,919541
LRVGFDFM,FWUCPMMW,32417
LRVGFDFM,GYHKIVQT,22740330
LRVGFDFM,HXYSSRXE,5209981
LRVGFDFM,IGDVVKUD,30642
LRVGFDFM,JPBRUTWP,5696157
LRVGFDFM,LSOIUSXD,233618
LRVGFDFM,OGAFEHLU,33314
LRVGFDFM,OKMBFVKS,1827464
LRVGFDFM,OXKURKXR,103335
LRVGFDFM,QJQJSWFU,164868
LRVGFDFM,QRKRBYJL,2762365
LRVGFDFM,QVLMOEYE,1179451
LRVGFDFM,RCBZUSIM,35089
LRVGFDFM,ROACSLMG,2510256
LRVGFDFM,SDWAYPIK,5083346
LRVGFDFM,UGEQLMXM,190936
LRVGFDFM,UXSPKBJR,449749
LRVGFDFM,VBYCLTYZ,353058
LRVGFDFM,VWMBASNE,149072
LRVGFDFM,XIIEJNEE,70441
LRVGFDFM,XUOIQPFL,3380376
LSOIUSXD,AHMDUILJ,132701
LSOIUSXD,AXULOHBQ,75460
LSOIUSXD,BJALXPFS,153012
LSOIUSXD,BLANHGYY,35404
LSOIUSXD,DNMPSKTB,5228250
LSOIUSXD,DUCMGGNW,825516
LSOIUSXD,GYHKIVQT,21600637
LSOIUSXD,MIRCVAMV,37948
LSOIUSXD,QVLMOEYE,1120867
LSOIUSXD,UIFPPCLR,74971
LSOIUSXD,VUAFAIYJ,747264
LSOIUSXD,VWMBASNE,136215
LSOIUSXD,WBLJNPZQ,194664
LSOIUSXD,XIFHSOWQ,93629
LSOIUSXD,XIPPENFQ,122888
LSOIUSXD,XUOIQPFL,3191928
LTOYKIML,DEWLVASR,351140
LTOYKIML,FTSVTTSR,213039
LTOYKIML,JSLXRQOK,30482
LTOYKIML,LLHREMKS,74762
LTOYKIML,NAQIHUKZ,33314
LTOYKIML,OJIFIHMZ,2694252
LTOYKIML,VUAFAIYJ,724632
LTOYKIML,WBLJNPZQ,207409
LTOYKIML,WHPUAOID,50259
LTOYKIML,XIIEJNEE,78570
LTOYKIML,ZCELVYQU,189542
LUENUFGA,AHMDUILJ,117056
LUENUFGA,LPHPPJUG,1167208
LUENUFGA,MIRCVAMV,45594
LUENUFGA,SAHWCZNH,2131436
LUENUFGA,VWMBASNE,133315
LUENUFGA,XIFHSOWQ,92503
LUENUFGA,XIPPENFQ,107244
LUENUFGA,ZGJXVMNI,2900531
MBSBZBXA,FTSVTTSR,220618
MBSBZBXA,HCDTGMST,79473
MBSBZBXA,JERHKLYW,48042
MBSBZBXA,TGOELCAG,234922
MIRCVAMV,CCLHWFWF,26264057
MIRCVAMV,DBWLZWNK,212013
MIRCVAMV,DDEXPPXU,30122
MIRCVAMV,JERHKLYW,45010
MIRCVAMV,KAGJCHMR,33820
MIRCVAMV,LPHPPJUG,1133604
MIRCVAMV,LSOIUSXD,196434
MIRCVAMV,LTOYKIML,309660
MIRCVAMV,NZKBIBNU,258129
MIRCVAMV,OXKURKXR,93476
MIRCVAMV,RJGPVEXX,507664
MIRCVAMV,ZGJXVMNI,2757908
NAQIHUKZ,DBWLZWNK,227151
NAQIHUKZ,DEWLVASR,343011
NAQIHUKZ,FITUEHWN,71123
NAQIHUKZ,FTSVTTSR,204910
NAQIHUKZ,GKQIJYDH,21684545
NAQIHUKZ,KAGJCHMR,33820
NAQIHUKZ,LLHREMKS,74762
NAQIHUKZ,SAAYMURU,40384
NAQIHUKZ,SNHYOVBM,321489
NAQIHUKZ,STZDBITS,33453679
NAQIHUKZ,TGOELCAG,216292
NAQIHUKZ,WHPUAOID,50259
NAQIHUKZ,YSYHGLQK,30642
NAQIHUKZ,ZCELVYQU,189542
NZKBIBNU,AANGBULD,277258
NZKBIBNU,DEWLVASR,343011
NZKBIBNU,DUCMGGNW,893337
NZKBIBNU,ELQGMQWE,506947
NZKBIBNU,EVBVXETX,5175144
NZKBIBNU,FITUEHWN,61265
NZKBIBNU,FRHNWLNI,832079
NZKBIBNU,FTSVTTSR,195052
NZKBIBNU,FWUCPMMW,30642
NZKBIBNU,JSLXRQOK,27449
NZKBIBNU,KJNSOAHR,13336092
NZKBIBNU,LTOYKIML,334518
NZKBIBNU,NAQIHUKZ,31913
NZKBIBNU,RJGPVEXX,507664
NZKBIBNU,VUAFAIYJ,705509
NZKBIBNU,WPQXWHYO,12145996
NZKBIBNU,XIIEJNEE,60582
NZKBIBNU,ZCELVYQU,179389
NZKBIBNU,ZKENOUDA,315487
NZKBIBNU,ZXERAXWP,35511
OGAFEHLU,AHMDUILJ,126915
OGAFEHLU,APQGTRMF,53374
OGAFEHLU,ATLDMDBO,39090550
OGAFEHLU,BEZYMBBT,3622227
OGAFEHLU,BTMOEMEP,12922942
OGAFEHLU,DBWLZWNK,227151
OGAFEHLU,DJBLNPNC,33314
OGAFEHLU,DNMPSKTB,5197327
OGAFEHLU,DUCMGGNW,850374
OGAFEHLU,FCYBOAXC,110512600
OGAFEHLU,FRHNWLNI,820876
OGAFEHLU,GYHKIVQT,21167346
OGAFEHLU,IGDVVKUD,30642
OGAFEHLU,JPBRUTWP,5242010
OGAFEHLU,LRVGFDFM,8138960
OGAFEHLU,LSOIUSXD,206293
OGAFEHLU,MIRCVAMV,42821
OGAFEHLU,OKMBFVKS,1719071
OGAFEHLU,OXKURKXR,103335
OGAFEHLU,QJQJSWFU,137543
OGAFEHLU,QRKRBYJL,2514187
OGAFEHLU,QVLMOEYE,1080786
OGAFEHLU,RCBZUSIM,33314
OGAFEHLU,ROACSLMG,2390496
OGAFEHLU,SDWAYPIK,5083346
OGAFEHLU,UGEQLMXM,190936
OGAFEHLU,UIFPPCLR,81430
OGAFEHLU,UXSPKBJR,379872
OGAFEHLU,VBYCLTYZ,300117
OGAFEHLU,VWMBASNE,130429
OGAFEHLU,WBLJNPZQ,204522
OGAFEHLU,WQMVCOEM,69557
OGAFEHLU,XIFHSOWQ,89616
OGAFEHLU,XIIEJNEE,70441
OGAFEHLU,XUOIQPFL,3245599
OJIFIHMZ,AHMDUILJ,126915
OJIFIHMZ,FITUEHWN,71123
OJIFIHMZ,FTSVTTSR,204910
OJIFIHMZ,JERHKLYW,45010
OJIFIHMZ,NAQIHUKZ,30122
OJIFIHMZ,SNHYOVBM,306913
OJIFIHMZ,STZDBITS,32961290
OJIFIHMZ,UXSPKBJR,360749
OKMBFVKS,APQGTRMF,51973
OKMBFVKS,ATLDMDBO,39252519
OKMBFVKS,AXULOHBQ,78347
OKMBFVKS,BEZYMBBT,3622227
OKMBFVKS,BLANHGYY,32500
OKMBFVKS,BTMOEMEP,12873561
OKMBFVKS,DBWLZWNK,220849
OKMBFVKS,DJBLNPNC,30411
OKMBFVKS,DNMPSKTB,5339860
OKMBFVKS,FDXPMYGF,31913
OKMBFVKS,FRHNWLNI,829006
OKMBFVKS,GYHKIVQT,21167346
OKMBFVKS,IGDVVKUD,30642
OKMBFVKS,JPBRUTWP,5228871
OKMBFVKS,OGAFEHLU,31913
OKMBFVKS,PYZMVUWD,31913
OKMBFVKS,QJQJSWFU,148571
OKMBFVKS,QRKRBYJL,2484083
OKMBFVKS,QVLMOEYE,1080786
OKMBFVKS,RCBZUSIM,31913
OKMBFVKS,SDWAYPIK,5068408
OKMBFVKS,UGEQLMXM,190936
OKMBFVKS,UIFPPCLR,81430
OKMBFVKS,UXSPKBJR,379872
OKMBFVKS,VWMBASNE,127525
OKMBFVKS,WBLJNPZQ,210308
OKMBFVKS,XUOIQPFL,3300985
OXKURKXR,APQGTRMF,52087
OXKURKXR,ATLDMDBO,39203922
OXKURKXR,AXULOHBQ,78232
OXKURKXR,BEZYMBBT,3601262
OXKURKXR,BTMOEMEP,12755079
OXKURKXR,DJBLNPNC,31913
OXKURKXR,DNMPSKTB,5228250
OXKURKXR,FDXPMYGF,30122
OXKURKXR,FTSVTTSR,215939
OXKURKXR,GYHKIVQT,20907868
OXKURKXR,HXYSSRXE,4981951
OXKURKXR,IGDVVKUD,29355
OXKURKXR,JBVHSUWY,315487
OXKURKXR,JPBRUTWP,5224416
OXKURKXR,JSLXRQOK,30642
OXKURKXR,LSOIUSXD,196434
OXKURKXR,LTOYKIML,309660
OXKURKXR,NAQIHUKZ,32028
OXKURKXR,OJIFIHMZ,2679677
OXKURKXR,OKMBFVKS,1695297
OXKURKXR,QRKRBYJL,2442221
OXKURKXR,QVLMOEYE,1080786
OXKURKXR,RAWUKQMJ,3868824
OXKURKXR,RCBZUSIM,30122
OXKURKXR,SDWAYPIK,5083346
OXKURKXR,TGOELCAG,207434
OXKURKXR,UGEQLMXM,177092
OXKURKXR,VBYCLTYZ,300117
OXKURKXR,VMAQSTJE,70104
OXKURKXR,WBLJNPZQ,194664
OXKURKXR,XUOIQPFL,3191928
PYZMVUWD,AHMDUILJ,126915
PYZMVUWD,JPBRUTWP,5242010
PYZMVUWD,LSOIUSXD,206293
PYZMVUWD,LUENUFGA,3534198
PYZMVUWD,MIRCVAMV,42821
PYZMVUWD,OGAFEHLU,33314
PYZMVUWD,OXKURKXR,103335
PYZMVUWD,QJQJSWFU,137543
PYZMVUWD,SAHWCZNH,2103133
PYZMVUWD,SUOYXCHP,39869
PYZMVUWD,UGEQLMXM,190936
PYZMVUWD,UIFPPCLR,81430
PYZMVUWD,VWMBASNE,130429
PYZMVUWD,XIFHSOWQ,89616
PYZMVUWD,XIPPENFQ,117102
QJQJSWFU,BEZYMBBT,3727807
QJQJSWFU,BUZIIBYG,17736179
QJQJSWFU,DUCMGGNW,858503
QJQJSWFU,GYHKIVQT,21167346
QJQJSWFU,OKMBFVKS,1719071
QJQJSWFU,OXKURKXR,106222
QJQJSWFU,QRKRBYJL,2514187
QJQJSWFU,QVLMOEYE,1080786
QJQJSWFU,RCBZUSIM,33314
QJQJSWFU,SDWAYPIK,5083346
QJQJSWFU,UXSPKBJR,388001
QJQJSWFU,VWMBASNE,133315
QKXNTIIB,APQGTRMF,50181
QKXNTIIB,BLANHGYY,35404
QKXNTIIB,FTSVTTSR,195052
QKXNTIIB,JSLXRQOK,30642
QKXNTIIB,NAQIHUKZ,30122
QKXNTIIB,QJQJSWFU,127684
QKXNTIIB,SNHYOVBM,306913
QKXNTIIB,TGOELCAG,207434
QKXNTIIB,UQYUIVVR,6213431
QKXNTIIB,XIIEJNEE,60582
QRKRBYJL,APQGTRMF,53214
QRKRBYJL,ATLDMDBO,39090550
QRKRBYJL,AXULOHBQ,65601
QRKRBYJL,BEZYMBBT,3789876
QRKRBYJL,BJALXPFS,137368
QRKRBYJL,BLANHGYY,35244
QRKRBYJL,BSRMSVTC,315512
QRKRBYJL,BTMOEMEP,12922942
QRKRBYJL,BUZIIBYG,17736179
QRKRBYJL,DBWLZWNK,227151
QRKRBYJL,DNMPSKTB,5591093
QRKRBYJL,FDXPMYGF,30122
QRKRBYJL,FRHNWLNI,836759
QRKRBYJL,GYHKIVQT,21167346
QRKRBYJL,HXYSSRXE,5149600
QRKRBYJL,IGDVVKUD,30642
QRKRBYJL,JPBRUTWP,5242010
QRKRBYJL,LRVGFDFM,8440902
QRKRBYJL,LSOIUSXD,206293
QRKRBYJL,OGAFEHLU,33154
QRKRBYJL,OKMBFVKS,1719071
QRKRBYJL,OXKURKXR,110362
QRKRBYJL,QJQJSWFU,153251
QRKRBYJL,QVLMOEYE,1080786
QRKRBYJL,RAWUKQMJ,3917852
QRKRBYJL,RCBZUSIM,33154
QRKRBYJL,SDWAYPIK,5246055
QRKRBYJL,UGEQLMXM,200070
QRKRBYJL,UIFPPCLR,81430
QRKRBYJL,UXSPKBJR,407184
QRKRBYJL,VBYCLTYZ,300117
QRKRBYJL,WBLJNPZQ,211549
QRKRBYJL,WQMVCOEM,73570
QRKRBYJL,XUOIQPFL,3340654
QVLMOEYE,APQGTRMF,52087
QVLMOEYE,ATLDMDBO,39090550
QVLMOEYE,AXULOHBQ,69157
QVLMOEYE,BEZYMBBT,3727807
QVLMOEYE,BJALXPFS,147226
QVLMOEYE,BLANHGYY,32500
QVLMOEYE,BSRMSVTC,299804
QVLMOEYE,BTMOEMEP,12873561
QVLMOEYE,DJBLNPNC,30411
QVLMOEYE,DNMPSKTB,5184188
QVLMOEYE,FDXPMYGF,33314
QVLMOEYE,FRHNWLNI,829006
QVLMOEYE,GYHKIVQT,21002832
QVLMOEYE,HXYSSRXE,4917751
QVLMOEYE,IGDVVKUD,30642
QVLMOEYE,JPBRUTWP,5347589
QVLMOEYE,OKMBFVKS,1734407
QVLMOEYE,OXKURKXR,97032
QVLMOEYE,QRKRBYJL,2529523
QVLMOEYE,RAWUKQMJ,3868824
QVLMOEYE,RCBZUSIM,32028
QVLMOEYE,SDWAYPIK,5200214
QVLMOEYE,UGEQLMXM,180648
QVLMOEYE,UIFPPCLR,78527
QVLMOEYE,UXSPKBJR,379872
QVLMOEYE,VBYCLTYZ,303004
QVLMOEYE,VWMBASNE,130429
QVLMOEYE,WBLJNPZQ,198220
QVLMOEYE,WQMVCOEM,69557
QVLMOEYE,XUOIQPFL,3232460
RAWUKQMJ,AXULOHBQ,78232
RAWUKQMJ,BJALXPFS,153012
RAWUKQMJ,BLANHGYY,32500
RAWUKQMJ,DNMPSKTB,5339860
RAWUKQMJ,FDXPMYGF,31913
RAWUKQMJ,GYHKIVQT,21167346
RAWUKQMJ,HXYSSRXE,5124484
RAWUKQMJ,KEUWZRKO,305199
RAWUKQMJ,OGAFEHLU,30411
RAWUKQMJ,SAHWCZNH,2056075
RAWUKQMJ,UGEQLMXM,200070
RAWUKQMJ,VMAQSTJE,75163
RAWUKQMJ,WBLJNPZQ,204522
RAWUKQMJ,XIFHSOWQ,89616
RCBZUSIM,APQGTRMF,50181
RCBZUSIM,ATLDMDBO,38996647
RCBZUSIM,AXULOHBQ,65601
RCBZUSIM,BJALXPFS,137368
RCBZUSIM,BLANHGYY,32211
RCBZUSIM,BSRMSVTC,284666
RCBZUSIM,BTMOEMEP,12755079
RCBZUSIM,DJBLNPNC,33314
RCBZUSIM,DNMPSKTB,5228250
RCBZUSIM,FDXPMYGF,30122
RCBZUSIM,FRHNWLNI,806301
RCBZUSIM,GYHKIVQT,20907868
RCBZUSIM,HXYSSRXE,4913297
RCBZUSIM,JBVHSUWY,300911
RCBZUSIM,JPBRUTWP,5224416
RCBZUSIM,OXKURKXR,93476
RCBZUSIM,QRKRBYJL,2442221
RCBZUSIM,QVLMOEYE,1066211
RCBZUSIM,RAWUKQMJ,3868824
RCBZUSIM,SAHWCZNH,2047239
RCBZUSIM,STZDBITS,33453679
RCBZUSIM,UIFPPCLR,81430
RCBZUSIM,VBYCLTYZ,300117
RCBZUSIM,WBLJNPZQ,194664
RCBZUSIM,XUOIQPFL,3191928
RJGPVEXX,AANGBULD,277258
RJGPVEXX,DEWLVASR,328435
RJGPVEXX,EVBVXETX,5175144
RJGPVEXX,FITUEHWN,61265
RJGPVEXX,FQCLOEXA,1825962
RJGPVEXX,FRHNWLNI,806301
RJGPVEXX,KJNSOAHR,12683867
RJGPVEXX,NAQIHUKZ,33314
RJGPVEXX,NZKBIBNU,272705
RJGPVEXX,UQYUIVVR,6098305
RJGPVEXX,VUAFAIYJ,724632
RJGPVEXX,WPQXWHYO,12137561
RJGPVEXX,ZKENOUDA,323616
RJGPVEXX,ZXERAXWP,35511
ROACSLMG,APQGTRMF,50181
ROACSLMG,ATLDMDBO,39090550
ROACSLMG,BEZYMBBT,3622227
ROACSLMG,BTMOEMEP,12873561
ROACSLMG,DJBLNPNC,30411
ROACSLMG,DNMPSKTB,5197327
ROACSLMG,FDXPMYGF,30122
ROACSLMG,GYHKIVQT,21167346
ROACSLMG,HXYSSRXE,4981951
ROACSLMG,IGDVVKUD,30642
ROACSLMG,JPBRUTWP,5242010
ROACSLMG,OXKURKXR,93476
ROACSLMG,QRKRBYJL,2484083
ROACSLMG,RAWUKQMJ,3844731
ROACSLMG,RCBZUSIM,30411
ROACSLMG,SNHYOVBM,306913
ROACSLMG,UXSPKBJR,388001
ROACSLMG,VBYCLTYZ,300117
ROACSLMG,WQMVCOEM,69557
ROACSLMG,XIIEJNEE,70441
ROACSLMG,XUOIQPFL,3245599
SAAYMURU,BJALXPFS,137368
SAAYMURU,FDXPMYGF,30122
SAAYMURU,FWUCPMMW,27449
SAAYMURU,KAGJCHMR,33820
SAAYMURU,MBSBZBXA,4279996
SAAYMURU,STZDBITS,32961290
SAAYMURU,SUOYXCHP,34996
SAAYMURU,UQYUIVVR,6098305
SAAYMURU,XIIEJNEE,60582
SAHWCZNH,JBVHSUWY,338119
SAHWCZNH,KEUWZRKO,315487
SAHWCZNH,LUENUFGA,3714933
SAHWCZNH,MIRCVAMV,45708
SAHWCZNH,XIFHSOWQ,89616
SAHWCZNH,XIPPENFQ,107244
SAHWCZNH,ZGJXVMNI,2757908
SDWAYPIK,APQGTRMF,50181
SDWAYPIK,ATLDMDBO,38996647
SDWAYPIK,AXULOHBQ,65601
SDWAYPIK,BEZYMBBT,3601262
SDWAYPIK,BLANHGYY,35404
SDWAYPIK,BTMOEMEP,12922942
SDWAYPIK,DBWLZWNK,238180
SDWAYPIK,DJBLNPNC,33314
SDWAYPIK,DNMPSKTB,5228250
SDWAYPIK,DUCMGGNW,825516
SDWAYPIK,GYHKIVQT,21167346
SDWAYPIK,HXYSSRXE,4913297
SDWAYPIK,IGDVVKUD,29241
SDWAYPIK,JPBRUTWP,5242010
SDWAYPIK,LRVGFDFM,8415787
SDWAYPIK,LSOIUSXD,206293
SDWAYPIK,OGAFEHLU,31913
SDWAYPIK,OKMBFVKS,1719071
SDWAYPIK,OXKURKXR,93476
SDWAYPIK,QJQJSWFU,148571
SDWAYPIK,QRKRBYJL,2514187
SDWAYPIK,QVLMOEYE,1080786
SDWAYPIK,RAWUKQMJ,3868824
SDWAYPIK,RCBZUSIM,30122
SDWAYPIK,UGEQLMXM,200070
SDWAYPIK,UIFPPCLR,81430
SDWAYPIK,UXSPKBJR,360749
SDWAYPIK,VBYCLTYZ,300117
SDWAYPIK,VMAQSTJE,76563
SDWAYPIK,VWMBASNE,130429
SDWAYPIK,WBLJNPZQ,194664
SDWAYPIK,WQMVCOEM,59698
SDWAYPIK,XUOIQPFL,3191928
SNHYOVBM,BLANHGYY,32211
SNHYOVBM,DBWLZWNK,212013
SNHYOVBM,DJBLNPNC,33314
SNHYOVBM,ELQGMQWE,506947
SNHYOVBM,FDXPMYGF,33154
SNHYOVBM,FRHNWLNI,836759
SNHYOVBM,ZXERAXWP,35511
STZDBITS,DBWLZWNK,227151
STZDBITS,FQCLOEXA,1822513
STZDBITS,FWUCPMMW,29241
STZDBITS,KAGJCHMR,32419
STZDBITS,LTOYKIML,348895
STZDBITS,OJIFIHMZ,2727856
STZDBITS,PYZMVUWD,33314
STZDBITS,XIIEJNEE,78570
STZDBITS,YSYHGLQK,29241
SUOYXCHP,FITUEHWN,71123
SUOYXCHP,HCDTGMST,81408
SUOYXCHP,KEUWZRKO,315487
SUOYXCHP,LUENUFGA,3513552
SUOYXCHP,QJQJSWFU,164868
SUOYXCHP,SAAYMURU,35511
SUOYXCHP,STZDBITS,32961290
SUOYXCHP,VMAQSTJE,78339
SUOYXCHP,XIFHSOWQ,79758
TGOELCAG,JERHKLYW,45010
TGOELCAG,KEUWZRKO,300911
TGOELCAG,LLHREMKS,68303
TGOELCAG,LUENUFGA,3513552
TGOELCAG,PYZMVUWD,30122
TGOELCAG,XIFHSOWQ,79758
TGOELCAG,XMKRPGLB,894373
TGOELCAG,YSYHGLQK,27449
UGEQLMXM,APQGTRMF,50181
UGEQLMXM,ATLDMDBO,38996647
UGEQLMXM,AXULOHBQ,65601
UGEQLMXM,BEZYMBBT,3601262
UGEQLMXM,BLANHGYY,32211
UGEQLMXM,BTMOEMEP,12755079
UGEQLMXM,DBWLZWNK,212013
UGEQLMXM,DJBLNPNC,30122
UGEQLMXM,DNMPSKTB,5228250
UGEQLMXM,DUCMGGNW,825516
UGEQLMXM,FWUCPMMW,27449
UGEQLMXM,GYHKIVQT,20907868
UGEQLMXM,HXYSSRXE,4913297
UGEQLMXM,IGDVVKUD,27449
UGEQLMXM,JPBRUTWP,5224416
UGEQLMXM,LRVGFDFM,8062733
UGEQLMXM,LSOIUSXD,196434
UGEQLMXM,OGAFEHLU,30122
UGEQLMXM,OKMBFVKS,1719071
UGEQLMXM,OXKURKXR,103335
UGEQLMXM,QRKRBYJL,2442221
UGEQLMXM,QVLMOEYE,1080786
UGEQLMXM,RAWUKQMJ,3844731
UGEQLMXM,RCBZUSIM,30122
UGEQLMXM,ROACSLMG,2371271
UGEQLMXM,SDWAYPIK,5059406
UGEQLMXM,SNHYOVBM,306913
UGEQLMXM,SUOYXCHP,34996
UGEQLMXM,UIFPPCLR,74971
UGEQLMXM,UXSPKBJR,360749
UGEQLMXM,VBYCLTYZ,300117
UGEQLMXM,VWMBASNE,123969
UGEQLMXM,WHPUAOID,45386
UGEQLMXM,XUOIQPFL,3191928
UIFPPCLR,APQGTRMF,50181
UIFPPCLR,ATLDMDBO,39090550
UIFPPCLR,BEZYMBBT,3601262
UIFPPCLR,DUCMGGNW,825516
UIFPPCLR,GYHKIVQT,21167346
UIFPPCLR,HXYSSRXE,4913297
UIFPPCLR,IGDVVKUD,27449
UIFPPCLR,JBVHSUWY,315487
UIFPPCLR,OGAFEHLU,31913
UIFPPCLR,OKMBFVKS,1719071
UIFPPCLR,QRKRBYJL,2442221
UIFPPCLR,QVLMOEYE,1080786
UIFPPCLR,RAWUKQMJ,3868824
UIFPPCLR,SDWAYPIK,5059406
UIFPPCLR,UXSPKBJR,379872
UIFPPCLR,VBYCLTYZ,275259
UIFPPCLR,WQMVCOEM,59698
UIFPPCLR,XUOIQPFL,3191928
UQYUIVVR,BSRMSVTC,299804
UQYUIVVR,HCDTGMST,78232
UQYUIVVR,JERHKLYW,45010
UQYUIVVR,KEUWZRKO,300911
UQYUIVVR,NAQIHUKZ,30122
UQYUIVVR,OGAFEHLU,30122
UQYUIVVR,SUOYXCHP,39869
UQYUIVVR,TGOELCAG,233682
UQYUIVVR,VMAQSTJE,75163
UQYUIVVR,WHPUAOID,48859
UQYUIVVR,WQMVCOEM,75505
UQYUIVVR,ZKENOUDA,300911
UXSPKBJR,APQGTRMF,53374
UXSPKBJR,ATLDMDBO,39203922
UXSPKBJR,BLANHGYY,34003
UXSPKBJR,BTMOEMEP,13361256
UXSPKBJR,BUZIIBYG,18096490
UXSPKBJR,DBWLZWNK,235281
UXSPKBJR,DNMPSKTB,5197327
UXSPKBJR,DUCMGGNW,850374
